pathway	description	12858.0BR.3.R1.fastq.gz	12858.0KC.2.R1.fastq.gz	12858.0MR.4.R1.fastq.gz	12858.0TB.1.R1.fastq.gz	12858.10BR.49.R1.fastq.gz	12858.10KC.47.R1.fastq.gz	12858.10MR.50.R1.fastq.gz	12858.10TB.46.R1.fastq.gz	12858.11BR.52.R1.fastq.gz	12858.11KC.51.R1.fastq.gz	12858.11MR.53.R1.fastq.gz	12858.11TB.81.R1.fastq.gz	12858.12BR.56.R1.fastq.gz	12858.12KC.55.R1.fastq.gz	12858.12MR.57.R1.fastq.gz	12858.12TB.54.R1.fastq.gz	12858.13BR.60.R1.fastq.gz	12858.13KC.59.R1.fastq.gz	12858.13MR.61.R1.fastq.gz	12858.13TB.58.R1.fastq.gz	12858.14BR.64.R1.fastq.gz	12858.14KC.63.R1.fastq.gz	12858.14MR.65.R1.fastq.gz	12858.14TB.62.R1.fastq.gz	12858.15BR.68.R1.fastq.gz	12858.15KC.67.R1.fastq.gz	12858.15MR.69.R1.fastq.gz	12858.15TB.66.R1.fastq.gz	12858.16BR.72.R1.fastq.gz	12858.16KC.71.R1.fastq.gz	12858.16MR.73.R1.fastq.gz	12858.16TB.70.R1.fastq.gz	12858.17BR.76.R1.fastq.gz	12858.17KC.75.R1.fastq.gz	12858.17MR.77.R1.fastq.gz	12858.17TB.74.R1.fastq.gz	12858.18BR.82.R1.fastq.gz	12858.18KC.79.R1.fastq.gz	12858.18MR.83.R1.fastq.gz	12858.18TB.78.R1.fastq.gz	12858.19BR.86.R1.fastq.gz	12858.19KC.85.R1.fastq.gz	12858.19MR.87.R1.fastq.gz	12858.19TB.84.R1.fastq.gz	12858.1BR.7.R1.fastq.gz	12858.1KC.6.R1.fastq.gz	12858.1MR.8.R1.fastq.gz	12858.1TB.5.R1.fastq.gz	12858.20BR.90.R1.fastq.gz	12858.20KC.89.R1.fastq.gz	12858.20MR.91.R1.fastq.gz	12858.20TB.88.R1.fastq.gz	12858.21BR.94.R1.fastq.gz	12858.21KC.93.R1.fastq.gz	12858.21MR.95.R1.fastq.gz	12858.21TB.92.R1.fastq.gz	12858.22BR.98.R1.fastq.gz	12858.22KC.97.R1.fastq.gz	12858.22MR.99.R1.fastq.gz	12858.22TB.96.R1.fastq.gz	12858.23BR.102.R1.fastq.gz	12858.23KC.101.R1.fastq.gz	12858.23MR.103.R1.fastq.gz	12858.23TB.100.R1.fastq.gz	12858.24BR.106.R1.fastq.gz	12858.24KC.105.R1.fastq.gz	12858.24MR.107.R1.fastq.gz	12858.24TB.104.R1.fastq.gz	12858.2ABR.15.R1.fastq.gz	12858.2AKC.10.R1.fastq.gz	12858.2AMR.12.R1.fastq.gz	12858.2ATB.9.R1.fastq.gz	12858.2BBR.11.R1.fastq.gz	12858.2BKC.14.R1.fastq.gz	12858.2BMR.16.R1.fastq.gz	12858.2BTB.13.R1.fastq.gz	12858.3BR.19.R1.fastq.gz	12858.3KC.18.R1.fastq.gz	12858.3MR.20.R1.fastq.gz	12858.3TB.17.R1.fastq.gz	12858.4BR.23.R1.fastq.gz	12858.4KC.22.R1.fastq.gz	12858.4MR.25.R1.fastq.gz	12858.4TB.21.R1.fastq.gz	12858.5BR.28.R1.fastq.gz	12858.5KC.27.R1.fastq.gz	12858.5MR.29.R1.fastq.gz	12858.5TB.26.R1.fastq.gz	12858.6BR.32.R1.fastq.gz	12858.6KC.31.R1.fastq.gz	12858.6MR.33.R1.fastq.gz	12858.6TB.30.R1.fastq.gz	12858.7BR.36.R1.fastq.gz	12858.7KC.35.R1.fastq.gz	12858.7MR.37.R1.fastq.gz	12858.7TB.34.R1.fastq.gz	12858.8BR.40.R1.fastq.gz	12858.8KC.39.R1.fastq.gz	12858.8MR.41.R1.fastq.gz	12858.8TB.38.R1.fastq.gz	12858.9BR.44.R1.fastq.gz	12858.9KC.43.R1.fastq.gz	12858.9MR.45.R1.fastq.gz	12858.9TB.42.R1.fastq.gz
PWY-7007	methyl ketone biosynthesis	15666.915668686712	3175.709547494035	2177.6799132960423	2870.1015005272443	6676.6168710095435	12013.440678259805	2147.721259364912	1888.710945369152	7087.292878981732	2739.8662734641484	6313.87117794735	8951.395277383419	6568.199783933091	5388.127773907179	4503.2485051299955	1843.2586296216089	4824.861413171653	5477.125477976506	1563.0393307783454	2469.9297305758632	6231.5188476975645	3949.002292925048	5865.235404664298	2425.3562313728157	7315.097954147846	7302.182768156293	3662.092227016535	8408.694615793649	8930.808414975603	7201.747917914423	1673.3921744012227	6360.071337103228	2486.6403764017195	9966.23716176631	7261.623780874024	8539.663325851972	3802.209120063435	7878.296372486861	7797.438747737448	7250.223625778664	11701.04893130857	7792.519019089797	7652.307170509023	7978.2165767026145	8629.335381715046	1411.6877697307266	3344.927455597613	3462.3708905780263	10310.365017985738	13154.195944867783	14303.376609719198	9634.691084580954	11657.78139821258	15632.805323548415	9843.391289200441	6956.915607075331	20083.222324449598	14082.900809806775	9611.559340770336	6768.263113368083	11559.926579430967	11740.885000235945	9600.304100107725	13172.788210006323	11133.86008127474	17816.794559087757	11491.94984334193	9470.367108549079	9187.691530867414	5286.13793021435	3693.96444279623	6756.045952962138	6875.453864716923	47.987950500248715	4364.213394082826	4797.973672593207	9844.495231862817	1964.0035610254708	7005.462259584499	3558.4182265429913	7440.6726651169665	8451.17970226713	5502.871436758913	9434.401975439068	976.4109197876196	8481.083784208678	3485.894777019389	5122.983918127532	7022.963413052785	6502.614951574241	4865.150807629923	5028.1607184501145	3124.427501249143	14441.799398018156	7128.139583455532	2224.096069239646	2782.2114045267317	17097.62458952518	6913.4590859421505	8421.149219666086	3816.6041239549877	8615.416361601043	5086.917004557317	4052.4616684812922
PWY-7013	L-1,2-propanediol degradation	0.0	0.0	0.0	0.0	549.1752246255622	1680.959934270071	0.0	0.0	0.0	0.0	1497.5625800885211	0.0	0.0	662.3437957637567	1059.184932113853	0.0	0.0	0.0	0.0	83.6905849418005	0.0	0.0	0.0	667.5256983133996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2310.951052944416	0.0	167.79563479277104	0.0	0.0	0.0	621.3125116299359	0.0	0.0	854.0156972535217	2135.9657156789385	0.0	0.0	0.0	0.0	0.0	1188.761722927771	0.0	0.0	0.0	1263.223552879752	0.0	0.0	0.0	424.61727514606247	0.0	1072.0295246524395	0.0	2560.892531088189	0.0	137.88611098186993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	353.3439626777605	143.75139379410044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1330.5241852751087	0.0	0.0	0.0	0.0	0.0	0.0	2506.1989240617336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1301.5841894720645	868.8770320447047	0.0
PWY-7031	protein N-glycosylation (bacterial)	338.0096435442588	0.0	34.39739413680782	0.0	60.41538461538462	0.0	0.0	76.0	0.0	0.0	0.0	105.0	65.0	0.0	0.0	0.0	25.09090909090909	0.0	0.0	403.78099065713235	0.0	0.0	27.0	251.22933070866142	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.75499092558985	0.0	0.0	0.0	30.000000000000004	143.99999999999997	0.0	30.000000000000004	51.0	0.0	0.0	0.0	0.0	0.0	0.0	12.000000000000002	310.57385398981324	0.0	0.0	0.0	255.27272727272728	0.0	0.0	0.0	60.00000000000001	240.4257366205653	0.0	0.0	163.63636363636363	0.0	0.0	0.0	259.64263074484944	254.27256637168145	0.0	0.0	236.00000000000003	0.0	0.0	0.0	511.3890886380351	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.99999999999996	0.0	0.0	0.0	43.99999999999999	0.0	0.0	0.0	0.0	0.0	29.801226993865033	0.0	0.0	0.0	0.0	197.0
PWY-7046	4-coumarate degradation (anaerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	321.25331041555336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	277.8732249012512	41.6663130199423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	423.17244448589145	131.41202438815347	183.90749780341355	641.6680785250985	0.0	185.2410723746953	0.0	193.13383961003709	212.58325749315048	237.80487804878052	0.0	372.7027803190347	198.18994198396692	241.9253956292389	205.2950513881116	127.54582157797451	226.5835583262977	273.8047559449312	0.0	289.7418039861438	158.98874843052255	87.83462152359371	234.8999597517267	141.16148648376188	184.16714629448612	492.4882368804548	55.04154085195145	359.0977423305262	313.07875863491273	487.8303601840525	0.0	163.15024323440437	409.3663395152553	509.3142120985388	0.0	321.18520382076224	0.0	452.59985003813176	240.86361354419722	985.0714847644704	346.78130511463837	901.4523524756273	104.60841768779969	600.9080275863383	290.70368875112143	1012.1256403695022	190.01351351351352	246.7009068947009	132.71004542308674	680.0194750095741	266.99771113217184	333.25628374099495	0.0	792.1218051576276	399.841724775728	149.25095272566125	567.110588294889	975.6176002186437	308.76486545615995	566.7700239841828	150.1904990925931	770.226691617997	0.0	380.7446423304797	645.8816689955015	982.2841203075624	448.810572997012	232.3045343047044	215.9199038702346	165.6908368338465	267.10520569220483	516.1073171829277	0.0	0.0	227.51952649937562	866.442684374465	565.1487122672767	260.45151792980215	0.0	558.41025191798	534.4853634723188	1152.6128785527885	537.4693538094651	0.0	0.0	863.5561238462358	134.89809091127023	239.9345975317333	211.01785815919553	842.7847111247978	0.0	309.53504193153765	202.7804039535883	659.7812910821425	930.7702932680477	0.0	183.0122457035535	703.9955306909852	255.19699926912568	748.2364482050688	373.44023653464586	0.0	0.0	198.5699608779242
PWY-7094	fatty acid salvage	34420.67835612718	13647.145330836809	8344.16348639214	18949.73325836777	22125.31538813005	34859.843770149724	13440.214602205708	5684.021288674963	18091.23345859965	22553.69253959396	22372.75490788542	24112.296325611558	16434.707245080186	28076.53475864988	14458.67358580491	6625.911522707496	13093.894425464749	18773.67663564173	47642.208032543625	3327.347419512835	12902.09515766093	23732.01568634603	23033.591246780605	3946.720263634851	14811.165086325942	42524.995326008524	13687.443483635552	14471.336541243852	23425.238565828804	53550.502235774686	24314.87299126262	9383.515431937938	20699.564748999423	40897.28961178076	29409.276027419444	25383.066947847103	18603.0663967944	31511.539654913286	23265.564880711278	24158.94732955235	29233.08531437049	45574.54015741254	30760.356691993467	19539.30591077876	19759.667162795082	38397.04017270813	24171.748387344884	15844.472342805413	26311.424101755238	37849.76645709152	26964.87820365561	27195.86992472586	27593.236913839024	53569.56744049196	30581.027634214952	10645.909808028857	27398.924325782387	49408.40916255334	28775.40964703034	13470.376124771892	23855.388392365807	88084.84296933941	28645.787584246158	25601.226225527367	22055.555371105103	62451.312039240715	30189.24418555352	18002.379457107705	40892.6568509094	11228.467419302571	16046.58470259905	15954.59879791499	18165.085686848164	82825.04044874535	10526.703674300272	26220.697476998666	28086.430867399828	15139.525611854844	15554.640415492073	17771.787030663316	20591.361111890397	48303.284994865215	21702.208980927848	27213.818903957177	21104.14633601818	38575.70206417355	15271.915389654958	21727.407346952637	24474.23258751539	35889.018992642326	11040.703569734831	20000.586007685382	13847.502474187728	65242.828561255315	38358.508034524064	8341.023642891898	10977.50371882418	67695.67495888402	19488.846477074905	20443.98499397215	19621.664768188453	33896.0091093704	24157.73129375833	11631.870305501503
PWY-7097	vanillin and vanillate degradation I	683.7498145057027	979.778301903384	0.0	676.3348892353353	565.2543042460143	1128.6193148097602	0.0	195.5653559355896	294.1786635769025	543.4187438988388	758.3237557354856	1585.3236627166339	0.0	530.8665349061529	573.2603325477685	0.0	226.1524548168848	502.65318793476456	31.99432319387757	161.9976116088322	0.0	696.8409822892044	492.8612836416661	0.0	0.0	1110.7993571664324	114.9556466905293	458.6859593849416	275.3747430939216	1273.6932648504887	329.8317685181987	271.2604976618761	0.0	1341.6091473311928	323.10181130073187	1527.5016097054583	468.7143897324288	1024.5626313209566	671.978845922889	1107.9902031875592	806.5484933585402	2237.046779613439	988.5493240590777	848.7983676694605	382.11964738775396	2659.6195582307464	128.18774827625649	497.2502652903015	836.3513228363486	1274.4002198562735	427.43172909051503	770.4980092665503	1756.2594893667324	1248.5621827712994	617.8820295781853	0.0	885.3789310940198	1210.322061963982	1133.6280881753155	641.7033535166644	360.6641074355945	632.3544227539164	428.01399119997285	901.2918733586657	1037.203215373165	1578.040362703259	1276.1596331157746	446.10750940494086	876.325339614013	627.9583780278367	442.99962656837454	602.6811217231251	0.0	0.0	0.0	820.2376695230168	1196.1820590107573	604.4686767386196	180.1160190106435	995.4022189024286	693.7490724792482	1947.6216231881501	1159.954858874314	1451.5649355787955	0.0	1644.316414810214	823.5166424480431	965.877507142334	650.9887819507236	2120.7129466865726	489.7189219454793	1265.1551971383915	0.0	2392.0286350438128	1877.9654623382705	0.0	0.0	2243.205368231919	1176.7381260952588	765.1814229265099	175.50363380036018	1245.725448113049	1547.3186410489234	0.0
PWY-7098	vanillin and vanillate degradation II	762.9198888825324	1082.4310412744364	0.0	754.0441357457521	627.8384895116608	1238.0411524243366	0.0	217.3437991820916	328.23298079362	598.0141819428299	840.4160248795024	1749.856495045865	0.0	591.6270375436468	633.8554018676435	0.0	252.46882885740692	554.7321795357553	35.921405155516524	177.82543525181927	0.0	766.1321215513871	550.0135043231213	0.0	0.0	1197.3449936638322	128.76944780502583	508.3265800489627	307.43750249904525	1398.4947291465307	368.9373491602413	301.73708436376063	0.0	1457.763560448972	362.07025654898695	1691.4841071277135	523.001865851004	1101.0555825439642	748.6682767373184	1230.954130247063	897.3295231444307	2423.835979238785	1101.6139044444508	939.7660938469018	426.675466801725	2902.7868492235652	143.98437696101368	550.8866240451741	930.4324304782671	1380.6847858797476	475.82254518176217	858.278321177281	1944.7994645218068	1369.090211826929	690.0062244626247	0.0	980.984644324928	1328.7687199746213	1258.7570529887219	709.1699955498367	402.79425521719514	709.2416292604653	478.67681298713546	1000.092023739861	1149.85432030709	1746.1188234897504	1417.2035046600656	495.57878568877953	975.4409622760696	691.7869560093234	495.0496737268805	668.5637229097878	0.0	0.0	0.0	912.7007961617653	1324.6383025081573	667.1341423564908	201.2725416813792	1098.7728288689868	769.2363407457501	2115.1477724677034	1284.181968930737	1607.6279348391727	0.0	1807.7758140608628	910.8883120005472	1066.6785805950408	725.9247849963983	2336.792203450251	542.0179078982402	1399.41680070909	0.0	2610.518693290725	2079.856920509191	0.0	0.0	2445.504269946517	1288.3378655774713	848.3796464910821	196.69631776368942	1349.770543917142	1700.335510314783	0.0
PWY-7111	pyruvate fermentation to isobutanol (engineered)	49605.959727341615	24154.817184356943	14398.821036168483	26990.83908958726	34482.38242323573	55587.693663165075	32962.30518377025	14564.067277012258	30939.645627756967	31227.424687625473	38753.77182114695	37266.09360936076	25170.113635299615	41553.050910692116	26793.122350481543	19371.92623855113	22010.831923944224	34128.65026043232	48081.67209714887	10567.566214503393	27202.66163665921	31997.567488566838	36861.225267036025	13055.192593799055	29300.805658451216	56546.336353734405	23968.849962016193	24174.628614191468	36873.95480117078	72865.84716317775	24419.98999491833	19597.766351709823	27889.06635498749	59305.999298347735	47384.03677101628	35607.718873764345	24995.95280882081	44317.376545403014	48132.764045222764	35899.894189215134	46587.38508892572	63595.85953364173	36039.483582516834	29311.383055931034	34783.833292267416	41897.041225973386	30294.793964404682	21836.90055239613	38886.689654852125	63673.06013428296	55409.92114505752	38079.31242259724	44719.79269481964	68612.90244908481	57618.77512459108	21500.32938365901	48251.630935126435	63938.71546998921	47722.529992014206	26807.611413585742	45226.91265223813	81287.36590310758	58696.54709509022	44017.11230097161	41860.11447289767	66111.91144450265	51826.50347062829	31546.594506796737	53161.54054922192	35485.71477234271	26746.93730701045	22277.929726289796	43774.86576630424	81249.10602695624	46569.28338395628	33162.22879274281	45278.25433437521	53277.50217275808	29299.09069394788	25872.848469120123	35486.210510827375	80134.21354367022	32928.039636499605	36920.27692489049	18762.584300923216	61215.56118100787	32803.23308214081	28288.411274259528	41396.57147392888	53232.86168484701	26954.404956028447	32109.29107878072	30991.1621838821	84414.29243202343	54821.94263917374	11839.473138955187	20113.406288084647	93957.81148985594	36667.371313279386	34750.196569727326	24921.94206314324	47713.77972328378	37777.88294025314	16762.295756114414
PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	462.8563942986617	5655.5365433807665	1049.4132571610894	0.0	2705.238701135701	8074.774265339849	615.3553878683946	321.92668972530134	2796.335952449385	3276.6488487303245	3857.868761706671	171.08893063726768	855.6527452962549	5591.559271837672	2860.6111437741424	208.2295148832509	2010.0052326716504	3275.8631555258535	742.8069126806113	130.96719024479512	1069.3868322414496	3075.5366600142515	4755.566170456013	233.031365345928	1206.4924590070434	3138.230928154981	2813.4481001195622	200.43563590015538	3178.414167965179	1671.964544565038	812.3496882894439	0.0	1525.212056309968	4007.5275654612124	2093.8626232183037	0.0	196.6552983389964	1298.500455403848	8403.71699357451	1356.6732900933039	1157.0912864550696	5934.470466995976	2267.385071268597	811.073035785932	687.1138902532956	1937.8039843182348	1896.543778844421	538.9778754151523	2239.256974460516	5375.427357135203	3663.8406994972083	571.2357528770685	3490.7661052081926	7263.951255426581	9692.34664684125	0.0	1806.8414652548815	4790.06540015899	4102.453162118872	0.0	1331.5533384325129	2346.5868223470043	6695.126470514713	79.03875131994694	1814.3155786239913	3509.608901167087	4328.4400367770395	686.4291855388307	76.71082402120787	3757.111260542868	2153.474698747636	97.19311803004351	9787.920637130916	3135.6207035049542	2672.597327966214	276.1908629087306	754.947778571204	2374.292272814663	2313.531338340293	391.28328474622737	509.69421371672854	4985.361462283317	3035.219156088391	0.0	0.0	8919.66386163686	3481.1068271800677	1825.3092309857107	1673.1869158611373	5751.408872845002	2521.4371530277804	3229.2733246158373	1058.0244508817143	9943.727677751624	5142.724448999691	116.73005884488902	401.1088531397465	12557.1766179085	4235.193887084821	0.0	1060.8734606547612	8434.23119584415	4988.107426638135	307.42978320798284
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	34071.16324308206	18299.32916526758	11025.296260574709	18059.00713620464	25452.499459744176	31556.094136416195	23327.226374904214	11936.995078131704	22591.797103555095	19264.229071937752	27831.166489880645	26772.425321028037	16047.504682826018	26912.286104437964	18346.4841337214	8829.348273734859	15778.103023932006	19521.487874865557	24557.401297033433	11709.975043170183	18675.64880793462	19689.930126616608	23732.76953662694	14169.835286651714	19372.119669929198	25449.55245238932	16072.200841663727	19680.228643400187	24904.619512585625	28516.45610636681	17319.8140253578	14511.8909865067	18942.582360303317	26727.22189849103	29191.330962256005	25629.345940730742	16838.621990680105	20086.41666896613	31734.376904261982	26292.921194994076	30617.166753978483	34906.847332173464	27506.105820243327	23327.605396524184	25224.270323867964	29086.702393958192	21386.121000981882	16581.373750267143	26896.31600044147	29598.795795625887	37446.62800382629	27949.91461591863	30887.137268703467	37135.19837861197	36844.666156313295	19929.243871870032	34149.524941477874	35495.4456463244	32132.79310619757	21986.4398791777	31781.913177203944	46540.50493288165	38985.05257603325	33703.07059491779	30685.383930182583	35158.25457564109	34370.256057438964	24791.210501777707	34888.31041228766	24612.76800005119	17014.443858647006	19075.60942539341	26746.608135088693	42672.07309951866	32704.251561263016	27332.265254328075	28688.435101768184	19283.04065899516	21078.353950734494	20089.954782227374	24114.948466944625	38339.79343355388	22307.06306131284	24541.446275709037	11207.533185415046	35279.8171330802	24137.266194170235	19133.199033527733	31043.087521733014	27121.56261158948	19586.705604979637	23438.972256134766	21804.668308824082	41861.47970757455	37869.45158362899	8591.953113457817	13928.490584987056	44420.32912888855	28042.45791570765	26818.784661899303	18295.81465371463	25965.80545137802	26156.9534525743	12560.71966660146
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	25404.43748369184	17553.349175374435	9466.283426992248	18384.538324027075	20717.46553258865	21294.526200588876	19436.699802528216	20670.355402137477	18296.529670128682	12966.08253144034	22829.921210530378	24022.762294066	12621.763309005139	16512.576487197166	14545.836184717657	10772.255782616541	12681.413398440634	12528.34548075676	11933.502423498332	14241.750373386581	14576.998502996556	11748.58129798729	16368.144503120595	14752.810772986308	14773.5770117436	17589.088571785636	12353.557989558401	17832.5477008098	18355.47432339329	19645.158408578038	11813.322359954482	11981.046435308734	14551.991088416537	17366.655770031106	20262.477438375656	23889.190473009883	12659.237328682659	13145.744828059504	23034.865919899537	23006.64763840774	22100.74361650612	21968.929130040928	17631.207087393654	19884.0511098772	22393.64683616277	17761.65454994549	15942.397187610371	16615.515436494366	18445.833248896764	17334.719482148914	29930.45805228416	22755.563246081703	22474.63967063127	24824.403413953263	25057.95057889226	18545.73641139175	25086.100796835763	24341.321314809986	22866.38499427798	24080.363310602585	24277.774514108456	10739.045872650442	28962.69138760392	29689.056735297287	25665.860872695343	18334.019979731413	25322.24937802417	19755.26043183681	31501.857857219336	13136.89966418958	13795.48799127142	18195.64847860488	21709.82035724265	8057.992273139679	17835.157299046947	26066.03254837706	24266.95478530093	22795.02125563083	16995.149125359323	19479.31187546321	20578.59550171172	26452.04179797731	17407.155004556727	20868.39937184524	7513.101574887478	23829.362191569056	19949.64719243765	14574.206696611596	25806.70179658223	17374.838709996744	16598.824810624945	23019.093361602452	16006.157199425475	25221.719479497984	29308.221952202042	7801.134389363309	19423.570482632967	26935.434034417467	23676.160571632787	25939.61517233162	16862.872940678768	17114.34631514851	20530.57009979412	10986.353249953409
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	24653.878801857907	15695.43150632674	9797.982675544174	18184.964157352493	21622.13913504609	25918.9578006928	20191.05311070171	13181.7175726793	18532.268046552188	16940.06281959052	23504.081125954952	22164.931181299908	12638.669883047522	22325.02621079404	15519.354042148916	9668.684556993112	12926.837867833978	16241.979296864243	9273.573587880335	12266.926723125745	15141.077104573824	15365.21657157629	19056.763583639848	13520.24849652926	14602.305525712472	19826.707926879408	13982.09391403134	17060.674752661114	19683.2477017606	17364.733409363915	15160.120124858156	12487.963318981549	13755.954911910168	20601.002227414992	22674.99935607764	22818.522602356665	12285.750220998509	15675.413158233792	28176.50813705096	22312.02028899666	23218.10399188939	30813.866546362467	24634.882626137558	19883.035703922487	22292.985262143568	24031.294277267843	17292.9958961425	14976.505032030804	23575.344323334746	24508.70431437561	31658.455944993893	21552.33638136184	25415.046057564025	31818.010623209888	32375.05833981352	17473.903974987228	24836.936031287114	28149.290712343078	25930.360141416884	21081.192965374288	23973.192596377783	20523.440399445164	33231.32656032193	27921.425113826903	26980.27631094504	22655.956556196183	28705.998817653868	19043.834126330363	29218.118647242547	21443.59825347078	13651.951543822857	17118.86214834791	23616.077002480033	10763.094775644906	30204.288880287357	25047.437601005196	22419.999754305616	21560.54238571232	17772.341285901217	18377.37467735028	19056.559936785157	30724.80678633501	18449.865999919904	19011.00421798153	6662.426639923346	28937.11181033476	20413.30322219824	15092.025985413362	26274.208702976473	21183.2424063355	17284.656762949337	21412.55971724787	18812.09263663376	31812.298479159526	29388.247652262704	7076.460991855201	14506.851585969993	34756.138080223565	26117.12424172156	25618.714318267437	15891.061720679008	21993.87637860249	22430.454542412324	9741.27058742572
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	29649.351545444886	16629.264989202555	9823.040306556131	16497.955398710637	22477.866865934826	28582.910418417137	20580.28877591472	10459.661716609455	19935.77045338553	18148.267443716682	24823.790447133197	23348.82438787461	14038.930495274895	24593.800416240512	16370.694470974782	8155.324517286011	14061.491771451905	17808.843089089623	21817.328164082464	10737.49406663652	16436.590210232625	17337.626362492738	21573.923663805544	12971.165774402827	17032.38540664629	22904.052476036417	14353.60149980176	17240.854328762194	21991.076050225078	24814.33869038492	16690.40640066453	12846.374912966692	16726.133937970917	23971.55657568005	25580.307960903847	22588.901109513456	14768.738225389334	17797.890607323334	30060.405973248682	22815.062465274572	27172.67857103248	32616.332589034682	26471.203077796366	20490.46678197101	22011.577086594	26903.427251450343	18733.999944072595	14493.852331131442	24613.225495258423	27148.327191383727	33471.07945439615	24964.89488506875	27530.42266039584	33723.924997433234	34779.28098471375	17770.03757917371	30558.07289385561	32030.515375465966	28717.508280743128	19337.824599875734	28173.379374094482	41376.949928494345	35400.081787325136	29672.89039711856	27519.954721966176	31045.21001528173	30723.94317719085	22246.998659617348	29984.786178226987	22073.37281769254	14956.685980543809	17239.84072031458	25448.075729891178	35873.389679647305	29081.057194716654	24740.839718708594	24876.02633189232	17104.76594878139	18637.4268536476	17533.685875175863	21094.11120566282	33819.089547503485	19680.837605972803	21239.149613737874	9801.807785421372	32281.582517513016	21555.042006457792	16836.596735376603	27314.992379237803	24284.630413202314	17425.346709379268	20845.638563663346	19054.855624111817	35686.46726186839	33348.645140067856	7516.81443339356	12002.127480022473	38526.139607231904	25288.701620736938	23695.227790489458	16510.87273134879	24155.103704662077	23487.280992824657	10998.215008251176
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.0	0.0	0.0	1466.0925660492899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2518.1402466721743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	972.78067451525	0.0	0.0	707.7345912260847	0.0	0.0	0.0	0.0	211.86046682797908	631.929161500007	0.0	0.0	0.0	0.0	0.0	0.0	865.8522890601172	0.0	0.0	0.0	0.0	574.1625633415035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	557.7607243569647	24.462169449586426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	609.8718922943991	0.0	0.0	0.0	0.0	0.0
